id,domain,feature,user_story,expected_behavior,status,gaps_for_robustness,priority,test_result,notes
F6,PoemsBlogArtwork,Blog Deterministic SEO/GEO/AEO Review Gate,"As the platform, I want blog drafts checked against deterministic SEO/GEO/AEO rules before publishing, so that content meets search and answer-engine standards.",,Implemented,"; - No admin override / force-publish endpoint visible in `routes/blog.js` (file is 1.5KB, likely incomplete); unknown if override exists elsewhere. ; - Score thresholds are hardcoded constants — cannot be tuned via env or DB config without a code deploy.",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/blog-review-service.js` ; - `src/routes/blog.js` | ; --- ;
F7,PoemsBlogArtwork,Blog LLM Editorial Review,"As a content admin, I want an LLM editorial review of blog drafts, so that quality and tone issues are caught before publishing.",,Implemented,; - Editorial verdict is purely advisory — no code path blocks publication on `rewrite_substantially` verdict. ; - Editorial review result persistence is unclear: `review_report_json` column appears to store the deterministic report; whether editorial result is also persisted or only returned in API response is not surfaced in `routes/blog.js`.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/blog-editorial-review-service.js` | ; --- ;
F8,PoemsBlogArtwork,Blog Format & Repair,"As the system, I want blog content automatically formatted and repaired, so that published posts render cleanly and consistently.",,Implemented,"; - `ensureInternalLinks()` is conditioned on the review report already flagging the issue — circular: repair logically precedes review, but this repair step requires review output to trigger. ; - `ensureHeroImage()` behavior is ambiguous: it is unclear whether it generates/selects a hero image or only injects a placeholder/flag in the draft.",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/blog-format-service.js` ; - `src/services/blog-repair-service.js` | ; --- ;
F9,PoemsBlogArtwork,Blog Render (HTML Page + JSON-LD SEO),"As a blog reader, I want posts served as fast HTML pages with structured JSON-LD, so that I can read them and search engines can index them.",,Implemented,"; - `FAQPage` JSON-LD only emitted when ≥2 Q&A pairs are found — a post with a single FAQ gets no FAQ schema, with no warning surfaced to the author in the review report. ; - `hero_image_url` is user-supplied and only passes `safeUrl()` sanitization — no dimension validation; an image not meeting OG spec (1200×630) will produce degraded social previews. ; - `CANONICAL_OVERRIDES` is a hardcoded in-",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/blog-render-service.js` | ; --- ;
F10,PoemsBlogArtwork,Blog Publish / Archive,"As a content admin, I want to publish or archive blog posts, so that I control which content is live.",,Partial,"; - `routes/blog.js` is undersized for a full CMS — create, update, publish, unpublish, archive endpoints are missing or live in an out-of-scope admin route. ; - No scheduled publish (`publish_at`) handling visible in any blog service. ; - `blog_post_revisions` table referenced in schema but no revision service surfaced in scope files.",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/routes/blog.js` ; - `src/services/blog-service.js` | ; --- ;
F11,PoemsBlogArtwork,Song Artwork Generation,"As a user, I want unique artwork generated for my song, so that my finished song has its own visual identity.",,Implemented,"; - `artwork-vars-extractor` timeout is 400ms hardcoded with no env override — high false-timeout rate on LLM cold starts, silently degrading to generic default vars. ; - Library fallback images (`artwork-library/v2/{occasion}/{0-4}.jpg`) must be pre-seeded on disk; if missing, free-tier artwork fails with no graceful error. ; - Content hash is track-vars-level, not per-track — two tracks with ide",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/song-artwork.js` ; - `src/services/artwork-vars-extractor.js` ; - `src/services/artwork-prompts.js` ; - `src/services/artwork-vocab.js` ; - `src/services/cover-generator.js` | ; --- ;
F12,PoemsBlogArtwork,Artwork Moderation,"As the platform, I want generated artwork moderated, so that inappropriate images are never shown or shared.",,Implemented,"; - Flux (primary) path has **no pre-flight moderation** — prompt is sent to Replicate without any prior check; only discovered at generation time. ; - `moderationPassed=false` is written to the track record and logged, but no operator alert or async review queue is triggered. ; - Fails-open on moderation network error is intentional per code comment but creates an undocumented risk surface.",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/song-artwork.js` ; - `src/services/image-providers/openai-image.js` ; - `src/services/image-providers/flux-image.js` | ; --- ;
F13,PoemsBlogArtwork,"Cover Image Generation (SVG-based, legacy + V2 compositor)","As a user, I want a polished cover image composed for my song, so that it displays well in the app and on the lockscreen.",,Implemented,; - `generateCover()` and `compositeArtworkWithText()` coexist in the same file with no clear deprecation comment on the former — maintainers must read `song-artwork.js` to understand which path is active per tier. ; - `sharp` loaded lazily in `generateCover()`; missing sharp causes `return null` with only a `console.warn` — caller receives null silently; no error thrown to surface in job tracking,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/cover-generator.js` | ; --- ;
F14,PoemsBlogArtwork,Song OG Image (Social Share Card),"As a user, I want my shared song link to show a social preview card, so that it looks compelling when shared.",,Implemented,; - Song OG images are **generated on every request** with no disk cache — unlike poem OG images (which are disk-cached per shareId). Under viral load a single popular share link would generate a sharp pipeline call on every social crawler refetch. ; - `Cache-Control: no-store` is explicitly set on the OG image endpoint — prevents CDN caching; every refetch hits the Node process.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/song-og-generator.js` ; - `src/routes/sharing.js` | ; --- ;
F15,PoemsBlogArtwork,Song OG Image Variants (A/B Design Selection),"As the platform, I want to select among song share-card design variants, so that we can A/B test which design drives more engagement.",,Implemented,; - No feature flag or user-/share-level routing to serve a non-default variant in production. ; - No automated visual regression tests for any variant — rendering correctness relies on manual preview.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/song-og-variants.js` ; - `src/routes/sharing.js` | ; --- ;
F16,PoemsBlogArtwork,Poem OG Image Variants (A/B Design Selection),"As the platform, I want to select among poem share-card design variants, so that we can A/B test poem card designs.",,Implemented,; - `og_variant` is not set at poem creation — NULL handling (which variant is the default) is not documented in code or comments.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/poem-og-variants.js` ; - `src/services/poem-og-generator.js` | ; --- ;
F17,PoemsBlogArtwork,Image Providers (Flux + OpenAI),"As the system, I want to generate images via multiple providers (Flux, OpenAI), so that artwork generation stays reliable and flexible.",,Implemented,; - `ModerationRefusalError` cross-adapter `instanceof` unreliability is documented but is a latent bug for any new consumer that doesn't read the comment. ; - Flux polling uses a single wall-clock deadline for the entire prediction — a single slow poll step can silently consume most of the budget before error surfacing.,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/image-providers/index.js` ; - `src/services/image-providers/openai-image.js` ; - `src/services/image-providers/flux-image.js` | ; --- ;
F18,PoemsBlogArtwork,Artwork Variables Extractor (LLM Slot-Filler),"As the system, I want an LLM to extract artwork variables from the song's context, so that generated artwork reflects the song's theme.",,Implemented,"; - 400ms timeout has no env override — production tuning requires a code deploy. ; - Default fallback vars are static per-occasion entries in `artwork-vocab.js` — timeout silently produces lower-quality, generic artwork with no visibility to user or operator.",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/artwork-vars-extractor.js` ; - `src/services/artwork-vocab.js` | ; --- ;
F19,PoemsBlogArtwork,Artwork Prompt Assembly,"As the system, I want to assemble a structured image prompt from the extracted variables, so that artwork generation is consistent and on-theme.",,Implemented,"; - Single prompt template per occasion — no tone/style variation within an occasion (e.g., a ""funny"" birthday poem drives the same image prompt as a ""heartfelt"" one).",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/artwork-prompts.js` | ; --- ;
F20,PoemsBlogArtwork,OG Text Utilities,"As the system, I want shared utilities to wrap and escape text for share cards, so that card text renders correctly without overflowing the image.",,Implemented,; - `wrapText()` uses character count not pixel/em width — font metrics not considered. Long words in a narrow SVG viewport can overflow without truncation or hyphenation.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/og-text-utils.js` | ; --- ;
G1,AdminAnalytics,Admin Account Setup,"**expected_behavior:** ; - `POST /admin/auth/setup` — no session required; protected only by env-var secret comparison (`process.env.ADMIN_SETUP_SECRET`). Creates first row in `admin_users`. ; - Response includes: ""Admin created. Remove `ADMIN_SETUP_SECRET` to disable this endpoint."" ; - If env var is absent: `const setupSecret = process.env.ADMIN_SETUP_SECRET` → `undefined`; then `if (secret !=","; - `POST /admin/auth/setup` — no session required; protected only by env-var secret comparison (`process.env.ADMIN_SETUP_SECRET`). Creates first row in `admin_users`. ; - Response includes: ""Admin created. Remove `ADMIN_SETUP_SECRET` to disable this endpoint."" ; - If env var is absent: `const setupSecret = process.env.ADMIN_SETUP_SECRET` → `undefined`; then `if (secret !== setupSecret)` rejects",Implemented,"; - If `ADMIN_SETUP_SECRET` is not set in env, `setupSecret` is `undefined`. The guard `secret !== setupSecret` compares the body `secret` field (a string) with `undefined` — this correctly rejects any string, so fail-closed. However, if someone sends `secret: undefined` somehow or if the JS coercion produces equality, it could theoretically pass. Low risk but the intent comment says ""remove to d",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `admin_users` ; --- ; | ; --- ;
